"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee"
"912","E0",2015-12-12,"Crystal Palace","Southampton",1,0,"H",1,0,"H","M Dean"
"913","E0",2015-12-12,"Man City","Swansea",2,1,"H",1,0,"H","R Madley"
"914","E0",2015-12-12,"Norwich","Everton",1,1,"D",0,1,"A","M Atkinson"
"915","E0",2015-12-12,"Sunderland","Watford",0,1,"A",0,1,"A","G Scott"
"916","E0",2015-12-12,"West Ham","Stoke",0,0,"D",0,0,"D","A Marriner"
"917","E0",2015-12-13,"Aston Villa","Arsenal",0,2,"A",0,2,"A","K Friend"
"918","E0",2015-12-13,"Liverpool","West Brom",2,2,"D",1,1,"D","C Pawson"
"919","E0",2015-12-13,"Tottenham","Newcastle",1,2,"A",1,0,"H","R East"
"920","E0",2015-12-14,"Leicester","Chelsea",2,1,"H",1,0,"H","M Clattenburg"
"921","E0",2015-12-19,"Chelsea","Sunderland",3,1,"H",2,0,"H","R East"
"922","E0",2015-12-19,"Everton","Leicester",2,3,"A",1,1,"D","J Moss"
"923","E0",2015-12-19,"Man United","Norwich",1,2,"A",0,1,"A","M Oliver"
"924","E0",2015-12-19,"Newcastle","Aston Villa",1,1,"D",1,0,"H","M Atkinson"
"925","E0",2015-12-19,"Southampton","Tottenham",0,2,"A",0,2,"A","K Friend"
"926","E0",2015-12-19,"Stoke","Crystal Palace",1,2,"A",0,1,"A","R Madley"
"927","E0",2015-12-19,"West Brom","Bournemouth",1,2,"A",0,0,"D","M Dean"
"928","E0",2015-12-20,"Swansea","West Ham",0,0,"D",0,0,"D","L Mason"
"929","E0",2015-12-20,"Watford","Liverpool",3,0,"H",2,0,"H","M Clattenburg"
"930","E0",2015-12-21,"Arsenal","Man City",2,1,"H",2,0,"H","A Marriner"
"931","E0",2015-12-26,"Aston Villa","West Ham",1,1,"D",0,1,"A","M Dean"
"932","E0",2015-12-26,"Bournemouth","Crystal Palace",0,0,"D",0,0,"D","M Oliver"
"933","E0",2015-12-26,"Chelsea","Watford",2,2,"D",1,1,"D","A Marriner"
"934","E0",2015-12-26,"Liverpool","Leicester",1,0,"H",0,0,"D","M Atkinson"
"935","E0",2015-12-26,"Man City","Sunderland",4,1,"H",3,0,"H","A Taylor"
"936","E0",2015-12-26,"Newcastle","Everton",0,1,"A",0,0,"D","L Mason"
"937","E0",2015-12-26,"Southampton","Arsenal",4,0,"H",1,0,"H","J Moss"
"938","E0",2015-12-26,"Stoke","Man United",2,0,"H",2,0,"H","K Friend"
"939","E0",2015-12-26,"Swansea","West Brom",1,0,"H",1,0,"H","R East"
"940","E0",2015-12-26,"Tottenham","Norwich",3,0,"H",2,0,"H","M Jones"
"941","E0",2015-12-28,"Arsenal","Bournemouth",2,0,"H",1,0,"H","R East"
"942","E0",2015-12-28,"Crystal Palace","Swansea",0,0,"D",0,0,"D","N Swarbrick"
"943","E0",2015-12-28,"Everton","Stoke",3,4,"A",1,2,"A","M Clattenburg"
"944","E0",2015-12-28,"Man United","Chelsea",0,0,"D",0,0,"D","M Atkinson"
"945","E0",2015-12-28,"Norwich","Aston Villa",2,0,"H",1,0,"H","G Scott"
"946","E0",2015-12-28,"Watford","Tottenham",1,2,"A",1,1,"D","A Taylor"
"947","E0",2015-12-28,"West Brom","Newcastle",1,0,"H",0,0,"D","M Jones"
"948","E0",2015-12-28,"West Ham","Southampton",2,1,"H",0,1,"A","M Oliver"
"949","E0",2015-12-29,"Leicester","Man City",0,0,"D",0,0,"D","C Pawson"
"950","E0",2015-12-30,"Sunderland","Liverpool",0,1,"A",0,0,"D","K Friend"
"951","E0",2016-01-02,"Arsenal","Newcastle",1,0,"H",0,0,"D","A Taylor"
"952","E0",2016-01-02,"Leicester","Bournemouth",0,0,"D",0,0,"D","A Marriner"
"953","E0",2016-01-02,"Man United","Swansea",2,1,"H",0,0,"D","J Moss"
"954","E0",2016-01-02,"Norwich","Southampton",1,0,"H",0,0,"D","M Clattenburg"
"955","E0",2016-01-02,"Sunderland","Aston Villa",3,1,"H",1,0,"H","C Pawson"
"956","E0",2016-01-02,"Watford","Man City",1,2,"A",0,0,"D","M Atkinson"
"957","E0",2016-01-02,"West Brom","Stoke",2,1,"H",0,0,"D","L Mason"
"958","E0",2016-01-02,"West Ham","Liverpool",2,0,"H",1,0,"H","R Madley"
"959","E0",2016-01-03,"Crystal Palace","Chelsea",0,3,"A",0,1,"A","K Friend"
"960","E0",2016-01-03,"Everton","Tottenham",1,1,"D",1,1,"D","M Oliver"
"961","E0",2016-01-12,"Aston Villa","Crystal Palace",1,0,"H",0,0,"D","M Clattenburg"
"962","E0",2016-01-12,"Bournemouth","West Ham",1,3,"A",1,0,"H","M Atkinson"
"963","E0",2016-01-12,"Newcastle","Man United",3,3,"D",1,2,"A","M Dean"
"964","E0",2016-01-13,"Chelsea","West Brom",2,2,"D",1,1,"D","A Taylor"
"965","E0",2016-01-13,"Liverpool","Arsenal",3,3,"D",2,2,"D","M Jones"
"966","E0",2016-01-13,"Man City","Everton",0,0,"D",0,0,"D","R East"
"967","E0",2016-01-13,"Southampton","Watford",2,0,"H",1,0,"H","C Pawson"
"968","E0",2016-01-13,"Stoke","Norwich",3,1,"H",0,0,"D","N Swarbrick"
"969","E0",2016-01-13,"Swansea","Sunderland",2,4,"A",2,1,"H","G Scott"
"970","E0",2016-01-13,"Tottenham","Leicester",0,1,"A",0,0,"D","L Mason"
"971","E0",2016-01-16,"Aston Villa","Leicester",1,1,"D",0,1,"A","R East"
"972","E0",2016-01-16,"Bournemouth","Norwich",3,0,"H",1,0,"H","R Madley"
"973","E0",2016-01-16,"Chelsea","Everton",3,3,"D",0,0,"D","M Jones"
"974","E0",2016-01-16,"Man City","Crystal Palace",4,0,"H",2,0,"H","J Moss"
"975","E0",2016-01-16,"Newcastle","West Ham",2,1,"H",2,0,"H","N Swarbrick"
"976","E0",2016-01-16,"Southampton","West Brom",3,0,"H",2,0,"H","M Atkinson"
"977","E0",2016-01-16,"Tottenham","Sunderland",4,1,"H",1,1,"D","M Dean"
"978","E0",2016-01-17,"Liverpool","Man United",0,1,"A",0,0,"D","M Clattenburg"
"979","E0",2016-01-17,"Stoke","Arsenal",0,0,"D",0,0,"D","C Pawson"
"980","E0",2016-01-18,"Swansea","Watford",1,0,"H",1,0,"H","M Oliver"
"981","E0",2016-01-23,"Crystal Palace","Tottenham",1,3,"A",1,0,"H","M Atkinson"
"982","E0",2016-01-23,"Leicester","Stoke",3,0,"H",1,0,"H","M Dean"
"983","E0",2016-01-23,"Man United","Southampton",0,1,"A",0,0,"D","M Jones"
"984","E0",2016-01-23,"Norwich","Liverpool",4,5,"A",2,1,"H","L Mason"
"985","E0",2016-01-23,"Sunderland","Bournemouth",1,1,"D",1,1,"D","R East"
"986","E0",2016-01-23,"Watford","Newcastle",2,1,"H",0,0,"D","A Marriner"
"987","E0",2016-01-23,"West Brom","Aston Villa",0,0,"D",0,0,"D","R Madley"
"988","E0",2016-01-23,"West Ham","Man City",2,2,"D",1,1,"D","C Pawson"
"989","E0",2016-01-24,"Arsenal","Chelsea",0,1,"A",0,1,"A","M Clattenburg"
"990","E0",2016-01-24,"Everton","Swansea",1,2,"A",1,2,"A","A Taylor"
"991","E0",2016-02-02,"Arsenal","Southampton",0,0,"D",0,0,"D","L Mason"
"992","E0",2016-02-02,"Crystal Palace","Bournemouth",1,2,"A",1,1,"D","M Jones"
"993","E0",2016-02-02,"Leicester","Liverpool",2,0,"H",0,0,"D","A Marriner"
"994","E0",2016-02-02,"Man United","Stoke",3,0,"H",2,0,"H","R East"
"995","E0",2016-02-02,"Norwich","Tottenham",0,3,"A",0,2,"A","K Friend"
"996","E0",2016-02-02,"Sunderland","Man City",0,1,"A",0,1,"A","S Attwell"
"997","E0",2016-02-02,"West Brom","Swansea",1,1,"D",0,0,"D","N Swarbrick"
"998","E0",2016-02-02,"West Ham","Aston Villa",2,0,"H",0,0,"D","J Moss"
"999","E0",2016-02-03,"Everton","Newcastle",3,0,"H",1,0,"H","C Pawson"
"1000","E0",2016-02-03,"Watford","Chelsea",0,0,"D",0,0,"D","M Dean"
"1001","E0",2016-02-06,"Aston Villa","Norwich",2,0,"H",1,0,"H","M Atkinson"
"1002","E0",2016-02-06,"Liverpool","Sunderland",2,2,"D",0,0,"D","R Madley"
"1003","E0",2016-02-06,"Man City","Leicester",1,3,"A",0,1,"A","A Taylor"
"1004","E0",2016-02-06,"Newcastle","West Brom",1,0,"H",1,0,"H","L Mason"
"1005","E0",2016-02-06,"Southampton","West Ham",1,0,"H",1,0,"H","M Clattenburg"
"1006","E0",2016-02-06,"Stoke","Everton",0,3,"A",0,3,"A","A Marriner"
"1007","E0",2016-02-06,"Swansea","Crystal Palace",1,1,"D",1,0,"H","M Dean"
"1008","E0",2016-02-06,"Tottenham","Watford",1,0,"H",0,0,"D","R East"
"1009","E0",2016-02-07,"Bournemouth","Arsenal",0,2,"A",0,2,"A","K Friend"
"1010","E0",2016-02-07,"Chelsea","Man United",1,1,"D",0,0,"D","M Oliver"
"1011","E0",2016-02-13,"Bournemouth","Stoke",1,3,"A",0,1,"A","G Scott"
"1012","E0",2016-02-13,"Chelsea","Newcastle",5,1,"H",3,0,"H","R Madley"
"1013","E0",2016-02-13,"Crystal Palace","Watford",1,2,"A",1,1,"D","R East"
"1014","E0",2016-02-13,"Everton","West Brom",0,1,"A",0,1,"A","M Oliver"
"1015","E0",2016-02-13,"Norwich","West Ham",2,2,"D",0,0,"D","M Jones"
"1016","E0",2016-02-13,"Sunderland","Man United",2,1,"H",1,1,"D","A Marriner"
"1017","E0",2016-02-13,"Swansea","Southampton",0,1,"A",0,0,"D","J Moss"
"1018","E0",2016-02-14,"Arsenal","Leicester",2,1,"H",0,1,"A","M Atkinson"
"1019","E0",2016-02-14,"Aston Villa","Liverpool",0,6,"A",0,2,"A","N Swarbrick"
"1020","E0",2016-02-14,"Man City","Tottenham",1,2,"A",0,0,"D","M Clattenburg"
"1021","E0",2016-02-27,"Leicester","Norwich",1,0,"H",0,0,"D","N Swarbrick"
"1022","E0",2016-02-27,"Southampton","Chelsea",1,2,"A",1,0,"H","M Atkinson"
"1023","E0",2016-02-27,"Stoke","Aston Villa",2,1,"H",0,0,"D","K Friend"
"1024","E0",2016-02-27,"Watford","Bournemouth",0,0,"D",0,0,"D","A Taylor"
"1025","E0",2016-02-27,"West Brom","Crystal Palace",3,2,"H",3,0,"H","J Moss"
"1026","E0",2016-02-27,"West Ham","Sunderland",1,0,"H",1,0,"H","M Dean"
"1027","E0",2016-02-28,"Tottenham","Swansea",2,1,"H",0,1,"A","M Jones"
"1028","E0",2016-02-28,"Man United","Arsenal",3,2,"H",2,1,"H","C Pawson"
"1029","E0",2016-03-01,"Aston Villa","Everton",1,3,"A",0,2,"A","R East"
"1030","E0",2016-03-01,"Bournemouth","Southampton",2,0,"H",1,0,"H","M Dean"
"1031","E0",2016-03-01,"Leicester","West Brom",2,2,"D",2,1,"H","M Clattenburg"
"1032","E0",2016-03-01,"Norwich","Chelsea",1,2,"A",0,2,"A","L Mason"
"1033","E0",2016-03-01,"Sunderland","Crystal Palace",2,2,"D",1,0,"H","A Taylor"
"1034","E0",2016-03-02,"Arsenal","Swansea",1,2,"A",1,1,"D","R Madley"
"1035","E0",2016-03-02,"Liverpool","Man City",3,0,"H",2,0,"H","M Atkinson"
"1036","E0",2016-03-02,"Man United","Watford",1,0,"H",0,0,"D","M Jones"
"1037","E0",2016-03-02,"Stoke","Newcastle",1,0,"H",0,0,"D","N Swarbrick"
"1038","E0",2016-03-02,"West Ham","Tottenham",1,0,"H",1,0,"H","A Marriner"
"1039","E0",2016-03-05,"Chelsea","Stoke",1,1,"D",1,0,"H","M Clattenburg"
"1040","E0",2016-03-05,"Everton","West Ham",2,3,"A",1,0,"H","A Taylor"
"1041","E0",2016-03-05,"Man City","Aston Villa",4,0,"H",0,0,"D","L Mason"
"1042","E0",2016-03-05,"Newcastle","Bournemouth",1,3,"A",0,1,"A","P Tierney"
"1043","E0",2016-03-05,"Southampton","Sunderland",1,1,"D",0,0,"D","N Swarbrick"
"1044","E0",2016-03-05,"Swansea","Norwich",1,0,"H",0,0,"D","C Pawson"
"1045","E0",2016-03-05,"Tottenham","Arsenal",2,2,"D",0,1,"A","M Oliver"
"1046","E0",2016-03-05,"Watford","Leicester",0,1,"A",0,0,"D","J Moss"
"1047","E0",2016-03-06,"Crystal Palace","Liverpool",1,2,"A",0,0,"D","A Marriner"
"1048","E0",2016-03-06,"West Brom","Man United",1,0,"H",0,0,"D","M Dean"
"1049","E0",2016-03-12,"Bournemouth","Swansea",3,2,"H",1,1,"D","R East"
"1050","E0",2016-03-12,"Norwich","Man City",0,0,"D",0,0,"D","J Moss"
"1051","E0",2016-03-12,"Stoke","Southampton",1,2,"A",0,2,"A","L Mason"
"1052","E0",2016-03-13,"Aston Villa","Tottenham",0,2,"A",0,1,"A","A Taylor"
"1053","E0",2016-03-14,"Leicester","Newcastle",1,0,"H",1,0,"H","C Pawson"
"1054","E0",2016-03-19,"Chelsea","West Ham",2,2,"D",1,1,"D","R Madley"
"1055","E0",2016-03-19,"Crystal Palace","Leicester",0,1,"A",0,1,"A","M Jones"
"1056","E0",2016-03-19,"Everton","Arsenal",0,2,"A",0,2,"A","M Clattenburg"
"1057","E0",2016-03-19,"Swansea","Aston Villa",1,0,"H",0,0,"D","M Dean"
"1058","E0",2016-03-19,"Watford","Stoke",1,2,"A",0,1,"A","C Pawson"
"1059","E0",2016-03-19,"West Brom","Norwich",0,1,"A",0,0,"D","A Taylor"
"1060","E0",2016-03-20,"Man City","Man United",0,1,"A",0,1,"A","M Oliver"
"1061","E0",2016-03-20,"Newcastle","Sunderland",1,1,"D",0,1,"A","M Atkinson"
"1062","E0",2016-03-20,"Southampton","Liverpool",3,2,"H",0,2,"A","R East"
"1063","E0",2016-03-20,"Tottenham","Bournemouth",3,0,"H",2,0,"H","N Swarbrick"
"1064","E0",2016-04-02,"Arsenal","Watford",4,0,"H",2,0,"H","A Taylor"
"1065","E0",2016-04-02,"Aston Villa","Chelsea",0,4,"A",0,2,"A","N Swarbrick"
"1066","E0",2016-04-02,"Bournemouth","Man City",0,4,"A",0,3,"A","R Madley"
"1067","E0",2016-04-02,"Liverpool","Tottenham",1,1,"D",0,0,"D","J Moss"
"1068","E0",2016-04-02,"Norwich","Newcastle",3,2,"H",1,0,"H","M Dean"
"1069","E0",2016-04-02,"Stoke","Swansea",2,2,"D",1,0,"H","M Atkinson"
"1070","E0",2016-04-02,"Sunderland","West Brom",0,0,"D",0,0,"D","R East"
"1071","E0",2016-04-02,"West Ham","Crystal Palace",2,2,"D",2,1,"H","M Clattenburg"
"1072","E0",2016-04-03,"Leicester","Southampton",1,0,"H",1,0,"H","M Oliver"
"1073","E0",2016-04-03,"Man United","Everton",1,0,"H",0,0,"D","A Marriner"
"1074","E0",2016-04-09,"Aston Villa","Bournemouth",1,2,"A",0,1,"A","M Atkinson"
"1075","E0",2016-04-09,"Crystal Palace","Norwich",1,0,"H",0,0,"D","M Oliver"
"1076","E0",2016-04-09,"Man City","West Brom",2,1,"H",1,1,"D","M Jones"
"1077","E0",2016-04-09,"Southampton","Newcastle",3,1,"H",2,0,"H","R Madley"
"1078","E0",2016-04-09,"Swansea","Chelsea",1,0,"H",1,0,"H","A Marriner"
"1079","E0",2016-04-09,"Watford","Everton",1,1,"D",1,1,"D","K Friend"
"1080","E0",2016-04-09,"West Ham","Arsenal",3,3,"D",2,2,"D","C Pawson"
"1081","E0",2016-04-10,"Liverpool","Stoke",4,1,"H",2,1,"H","M Clattenburg"
"1082","E0",2016-04-10,"Sunderland","Leicester",0,2,"A",0,0,"D","A Taylor"
"1083","E0",2016-04-10,"Tottenham","Man United",3,0,"H",0,0,"D","M Dean"
"1084","E0",2016-04-13,"Crystal Palace","Everton",0,0,"D",0,0,"D","M Jones"
"1085","E0",2016-04-16,"Chelsea","Man City",0,3,"A",0,1,"A","M Dean"
"1086","E0",2016-04-16,"Everton","Southampton",1,1,"D",0,0,"D","C Pawson"
"1087","E0",2016-04-16,"Man United","Aston Villa",1,0,"H",1,0,"H","K Friend"
"1088","E0",2016-04-16,"Newcastle","Swansea",3,0,"H",1,0,"H","L Mason"
"1089","E0",2016-04-16,"Norwich","Sunderland",0,3,"A",0,1,"A","A Marriner"
"1090","E0",2016-04-16,"West Brom","Watford",0,1,"A",0,1,"A","M Oliver"
"1091","E0",2016-04-17,"Arsenal","Crystal Palace",1,1,"D",1,0,"H","R East"
"1092","E0",2016-04-17,"Bournemouth","Liverpool",1,2,"A",0,2,"A","M Jones"
"1093","E0",2016-04-17,"Leicester","West Ham",2,2,"D",1,0,"H","J Moss"
"1094","E0",2016-04-18,"Stoke","Tottenham",0,4,"A",0,1,"A","N Swarbrick"
"1095","E0",2016-04-19,"Newcastle","Man City",1,1,"D",1,1,"D","K Friend"
"1096","E0",2016-04-20,"Liverpool","Everton",4,0,"H",2,0,"H","R Madley"
"1097","E0",2016-04-20,"Man United","Crystal Palace",2,0,"H",1,0,"H","L Mason"
"1098","E0",2016-04-20,"West Ham","Watford",3,1,"H",2,0,"H","M Dean"
"1099","E0",2016-04-21,"Arsenal","West Brom",2,0,"H",2,0,"H","J Moss"
"1100","E0",2016-04-23,"Aston Villa","Southampton",2,4,"A",1,2,"A","N Swarbrick"
"1101","E0",2016-04-23,"Bournemouth","Chelsea",1,4,"A",1,2,"A","R East"
"1102","E0",2016-04-23,"Liverpool","Newcastle",2,2,"D",2,0,"H","A Marriner"
"1103","E0",2016-04-23,"Man City","Stoke",4,0,"H",2,0,"H","R Madley"
"1104","E0",2016-04-24,"Leicester","Swansea",4,0,"H",2,0,"H","M Clattenburg"
"1105","E0",2016-04-24,"Sunderland","Arsenal",0,0,"D",0,0,"D","M Dean"
"1106","E0",2016-04-25,"Tottenham","West Brom",1,1,"D",1,0,"H","M Jones"
"1107","E0",2016-04-30,"Arsenal","Norwich",1,0,"H",0,0,"D","M Jones"
"1108","E0",2016-04-30,"Everton","Bournemouth",2,1,"H",1,1,"D","N Swarbrick"
"1109","E0",2016-04-30,"Newcastle","Crystal Palace",1,0,"H",0,0,"D","M Dean"
"1110","E0",2016-04-30,"Stoke","Sunderland",1,1,"D",0,0,"D","C Pawson"
"1111","E0",2016-04-30,"Watford","Aston Villa",3,2,"H",1,1,"D","A Taylor"
"1112","E0",2016-04-30,"West Brom","West Ham",0,3,"A",0,2,"A","L Mason"
"1113","E0",2016-05-01,"Man United","Leicester",1,1,"D",1,1,"D","M Oliver"
"1114","E0",2016-05-01,"Southampton","Man City",4,2,"H",2,1,"H","A Marriner"
"1115","E0",2016-05-01,"Swansea","Liverpool",3,1,"H",2,0,"H","R East"
"1116","E0",2016-05-02,"Chelsea","Tottenham",2,2,"D",0,2,"A","M Clattenburg"
"1117","E0",2016-05-07,"Aston Villa","Newcastle",0,0,"D",0,0,"D","R Madley"
"1118","E0",2016-05-07,"Bournemouth","West Brom",1,1,"D",0,1,"A","M Clattenburg"
"1119","E0",2016-05-07,"Crystal Palace","Stoke",2,1,"H",0,1,"A","K Friend"
"1120","E0",2016-05-07,"Leicester","Everton",3,1,"H",2,0,"H","A Marriner"
"1121","E0",2016-05-07,"Norwich","Man United",0,1,"A",0,0,"D","C Pawson"
"1122","E0",2016-05-07,"Sunderland","Chelsea",3,2,"H",1,2,"A","M Jones"
"1123","E0",2016-05-07,"West Ham","Swansea",1,4,"A",0,2,"A","M Oliver"
"1124","E0",2016-05-08,"Liverpool","Watford",2,0,"H",1,0,"H","L Mason"
"1125","E0",2016-05-08,"Man City","Arsenal",2,2,"D",1,1,"D","A Taylor"
"1126","E0",2016-05-08,"Tottenham","Southampton",1,2,"A",1,1,"D","J Moss"
"1127","E0",2016-05-10,"West Ham","Man United",3,2,"H",1,0,"H","M Dean"
"1128","E0",2016-05-11,"Liverpool","Chelsea",1,1,"D",0,1,"A","M Oliver"
"1129","E0",2016-05-11,"Norwich","Watford",4,2,"H",3,1,"H","R East"
"1130","E0",2016-05-11,"Sunderland","Everton",3,0,"H",2,0,"H","A Taylor"
"1131","E0",2016-05-15,"Arsenal","Aston Villa",4,0,"H",1,0,"H","M Clattenburg"
"1132","E0",2016-05-15,"Chelsea","Leicester",1,1,"D",0,0,"D","C Pawson"
"1133","E0",2016-05-15,"Everton","Norwich",3,0,"H",2,0,"H","L Mason"
"1134","E0",2016-05-15,"Newcastle","Tottenham",5,1,"H",2,0,"H","A Taylor"
"1135","E0",2016-05-15,"Southampton","Crystal Palace",4,1,"H",1,0,"H","M Oliver"
"1136","E0",2016-05-15,"Stoke","West Ham",2,1,"H",0,1,"A","M Jones"
"1137","E0",2016-05-15,"Swansea","Man City",1,1,"D",1,1,"D","M Dean"
"1138","E0",2016-05-15,"Watford","Sunderland",2,2,"D",0,1,"A","K Friend"
"1139","E0",2016-05-15,"West Brom","Liverpool",1,1,"D",1,1,"D","R Madley"
"1140","E0",2016-05-17,"Man United","Bournemouth",3,1,"H",1,0,"H","J Moss"
"1141","E0",2016-08-13,"Burnley","Swansea",0,1,"A",0,0,"D","J Moss"
"1142","E0",2016-08-13,"Crystal Palace","West Brom",0,1,"A",0,0,"D","C Pawson"
"1143","E0",2016-08-13,"Everton","Tottenham",1,1,"D",1,0,"H","M Atkinson"
"1144","E0",2016-08-13,"Hull","Leicester",2,1,"H",1,0,"H","M Dean"
"1145","E0",2016-08-13,"Man City","Sunderland",2,1,"H",1,0,"H","R Madley"
"1146","E0",2016-08-13,"Middlesbrough","Stoke",1,1,"D",1,0,"H","K Friend"
"1147","E0",2016-08-13,"Southampton","Watford",1,1,"D",0,1,"A","R East"
"1148","E0",2016-08-14,"Arsenal","Liverpool",3,4,"A",1,1,"D","M Oliver"
"1149","E0",2016-08-14,"Bournemouth","Man United",1,3,"A",0,1,"A","A Marriner"
"1150","E0",2016-08-15,"Chelsea","West Ham",2,1,"H",0,0,"D","A Taylor"
"1151","E0",2016-08-19,"Man United","Southampton",2,0,"H",1,0,"H","A Taylor"
"1152","E0",2016-08-20,"Burnley","Liverpool",2,0,"H",2,0,"H","L Mason"
"1153","E0",2016-08-20,"Leicester","Arsenal",0,0,"D",0,0,"D","M Clattenburg"
"1154","E0",2016-08-20,"Stoke","Man City",1,4,"A",0,2,"A","M Dean"
"1155","E0",2016-08-20,"Swansea","Hull",0,2,"A",0,0,"D","S Attwell"
"1156","E0",2016-08-20,"Tottenham","Crystal Palace",1,0,"H",0,0,"D","M Oliver"
"1157","E0",2016-08-20,"Watford","Chelsea",1,2,"A",0,0,"D","J Moss"
"1158","E0",2016-08-20,"West Brom","Everton",1,2,"A",1,1,"D","N Swarbrick"
"1159","E0",2016-08-21,"Sunderland","Middlesbrough",1,2,"A",0,2,"A","M Atkinson"
"1160","E0",2016-08-21,"West Ham","Bournemouth",1,0,"H",0,0,"D","C Pawson"
"1161","E0",2016-08-27,"Chelsea","Burnley",3,0,"H",2,0,"H","M Clattenburg"
"1162","E0",2016-08-27,"Crystal Palace","Bournemouth",1,1,"D",0,1,"A","M Dean"
"1163","E0",2016-08-27,"Everton","Stoke",1,0,"H",0,0,"D","M Oliver"
"1164","E0",2016-08-27,"Hull","Man United",0,1,"A",0,0,"D","J Moss"
"1165","E0",2016-08-27,"Leicester","Swansea",2,1,"H",1,0,"H","R East"
"1166","E0",2016-08-27,"Southampton","Sunderland",1,1,"D",0,0,"D","L Mason"
"1167","E0",2016-08-27,"Tottenham","Liverpool",1,1,"D",0,1,"A","R Madley"
"1168","E0",2016-08-27,"Watford","Arsenal",1,3,"A",0,3,"A","K Friend"
"1169","E0",2016-08-28,"Man City","West Ham",3,1,"H",2,0,"H","A Marriner"
"1170","E0",2016-08-28,"West Brom","Middlesbrough",0,0,"D",0,0,"D","A Taylor"
"1171","E0",2016-09-10,"Arsenal","Southampton",2,1,"H",1,1,"D","R Madley"
"1172","E0",2016-09-10,"Bournemouth","West Brom",1,0,"H",0,0,"D","K Friend"
"1173","E0",2016-09-10,"Burnley","Hull",1,1,"D",0,0,"D","P Tierney"
"1174","E0",2016-09-10,"Liverpool","Leicester",4,1,"H",2,1,"H","C Pawson"
"1175","E0",2016-09-10,"Man United","Man City",1,2,"A",1,2,"A","M Clattenburg"
"1176","E0",2016-09-10,"Middlesbrough","Crystal Palace",1,2,"A",1,1,"D","N Swarbrick"
"1177","E0",2016-09-10,"Stoke","Tottenham",0,4,"A",0,1,"A","A Taylor"
"1178","E0",2016-09-10,"West Ham","Watford",2,4,"A",2,2,"D","M Atkinson"
"1179","E0",2016-09-11,"Swansea","Chelsea",2,2,"D",0,1,"A","A Marriner"
"1180","E0",2016-09-12,"Sunderland","Everton",0,3,"A",0,0,"D","M Jones"
"1181","E0",2016-09-16,"Chelsea","Liverpool",1,2,"A",0,2,"A","M Atkinson"
"1182","E0",2016-09-17,"Everton","Middlesbrough",3,1,"H",3,1,"H","L Mason"
"1183","E0",2016-09-17,"Hull","Arsenal",1,4,"A",0,1,"A","R East"
"1184","E0",2016-09-17,"Leicester","Burnley",3,0,"H",1,0,"H","A Taylor"
"1185","E0",2016-09-17,"Man City","Bournemouth",4,0,"H",2,0,"H","J Moss"
"1186","E0",2016-09-17,"West Brom","West Ham",4,2,"H",3,0,"H","M Clattenburg"
"1187","E0",2016-09-18,"Crystal Palace","Stoke",4,1,"H",2,0,"H","C Pawson"
"1188","E0",2016-09-18,"Southampton","Swansea",1,0,"H",0,0,"D","M Jones"
"1189","E0",2016-09-18,"Tottenham","Sunderland",1,0,"H",0,0,"D","M Dean"
"1190","E0",2016-09-18,"Watford","Man United",3,1,"H",1,0,"H","M Oliver"
"1191","E0",2016-09-24,"Arsenal","Chelsea",3,0,"H",3,0,"H","M Oliver"
"1192","E0",2016-09-24,"Bournemouth","Everton",1,0,"H",1,0,"H","R Madley"
"1193","E0",2016-09-24,"Liverpool","Hull",5,1,"H",3,0,"H","A Marriner"
"1194","E0",2016-09-24,"Man United","Leicester",4,1,"H",4,0,"H","M Dean"
"1195","E0",2016-09-24,"Middlesbrough","Tottenham",1,2,"A",0,2,"A","G Scott"
"1196","E0",2016-09-24,"Stoke","West Brom",1,1,"D",0,0,"D","M Atkinson"
"1197","E0",2016-09-24,"Sunderland","Crystal Palace",2,3,"A",1,0,"H","A Taylor"
"1198","E0",2016-09-24,"Swansea","Man City",1,3,"A",1,1,"D","N Swarbrick"
"1199","E0",2016-09-25,"West Ham","Southampton",0,3,"A",0,1,"A","J Moss"
"1200","E0",2016-09-26,"Burnley","Watford",2,0,"H",1,0,"H","M Jones"
"1201","E0",2016-09-30,"Everton","Crystal Palace",1,1,"D",1,0,"H","J Moss"
"1202","E0",2016-10-01,"Hull","Chelsea",0,2,"A",0,0,"D","A Taylor"
"1203","E0",2016-10-01,"Sunderland","West Brom",1,1,"D",0,1,"A","S Attwell"
"1204","E0",2016-10-01,"Swansea","Liverpool",1,2,"A",1,0,"H","M Oliver"
"1205","E0",2016-10-01,"Watford","Bournemouth",2,2,"D",0,1,"A","M Dean"
"1206","E0",2016-10-01,"West Ham","Middlesbrough",1,1,"D",0,0,"D","N Swarbrick"
"1207","E0",2016-10-02,"Burnley","Arsenal",0,1,"A",0,0,"D","C Pawson"
"1208","E0",2016-10-02,"Leicester","Southampton",0,0,"D",0,0,"D","M Atkinson"
"1209","E0",2016-10-02,"Man United","Stoke",1,1,"D",0,0,"D","R Madley"
"1210","E0",2016-10-02,"Tottenham","Man City",2,0,"H",2,0,"H","A Marriner"
"1211","E0",2016-10-15,"Arsenal","Swansea",3,2,"H",2,1,"H","J Moss"
"1212","E0",2016-10-15,"Bournemouth","Hull",6,1,"H",3,1,"H","L Mason"
